Name,Slide #,Strip #,Slice #,Position #,Objective Score,Subjective Score
Slide01_Strip00_Slice02_Position14.tif,1,0,2,14,"81,7515318218",-7
Slide01_Strip00_Slice02_Position15.tif,1,0,2,15,"91,267224694",-6
Slide01_Strip00_Slice02_Position16.tif,1,0,2,16,"86,8472590152",-6
Slide01_Strip00_Slice02_Position17.tif,1,0,2,17,"82,5949162225",-7
Slide01_Strip00_Slice02_Position18.tif,1,0,2,18,"74,489700656",-6
Slide01_Strip00_Slice02_Position19.tif,1,0,2,19,"86,212454696",-6
Slide01_Strip00_Slice02_Position20.tif,1,0,2,20,"86,5281396946",-6
Slide01_Strip00_Slice02_Position21.tif,1,0,2,21,"87,9843982265",-6
Slide01_Strip00_Slice02_Position22.tif,1,0,2,22,"91,5035911373",-7
Slide01_Strip00_Slice02_Position23.tif,1,0,2,23,"86,9697915237",-6
Slide01_Strip00_Slice02_Position24.tif,1,0,2,24,"91,0969884597",-6
Slide01_Strip00_Slice02_Position25.tif,1,0,2,25,"94,5768326326",-8
Slide01_Strip00_Slice02_Position26.tif,1,0,2,26,"85,001808982",-7
Slide01_Strip00_Slice02_Position27.tif,1,0,2,27,"72,9823118091",-6
Slide01_Strip00_Slice02_Position28.tif,1,0,2,28,"83,8113204362",-7
Slide01_Strip00_Slice02_Position29.tif,1,0,2,29,"92,2404742739",-7
Slide01_Strip00_Slice02_Position30.tif,1,0,2,30,"86,909982601",-7
Slide01_Strip00_Slice03_Position01.tif,1,0,3,1,"88,6498123645",-6
Slide01_Strip00_Slice03_Position02.tif,1,0,3,2,"84,2513615941",-5
Slide01_Strip00_Slice03_Position03.tif,1,0,3,3,"79,3919192378",-5
Slide01_Strip00_Slice03_Position04.tif,1,0,3,4,"87,9619673966",-5
Slide01_Strip00_Slice03_Position05.tif,1,0,3,5,"89,419197747",-6
Slide01_Strip00_Slice03_Position06.tif,1,0,3,6,"86,7723269334",-5
Slide01_Strip00_Slice03_Position07.tif,1,0,3,7,"84,6382517147",-6
Slide01_Strip00_Slice03_Position08.tif,1,0,3,8,"85,3205537279",-6
Slide01_Strip00_Slice03_Position09.tif,1,0,3,9,"82,0660276622",-6
Slide01_Strip00_Slice03_Position10.tif,1,0,3,10,"86,5375714111",-5
Slide01_Strip00_Slice03_Position11.tif,1,0,3,11,"81,2053799815",-6
Slide01_Strip00_Slice03_Position12.tif,1,0,3,12,"87,841744766",-5
Slide01_Strip00_Slice03_Position13.tif,1,0,3,13,"71,9483665505",-5
Slide01_Strip00_Slice03_Position14.tif,1,0,3,14,"81,9179823593",-6
Slide01_Strip00_Slice03_Position15.tif,1,0,3,15,"89,7674657618",-5
Slide01_Strip00_Slice03_Position16.tif,1,0,3,16,"81,9129316928",-5
Slide01_Strip00_Slice03_Position17.tif,1,0,3,17,"83,7202139417",-6
Slide01_Strip00_Slice03_Position18.tif,1,0,3,18,"74,863060258",-5
Slide01_Strip00_Slice03_Position19.tif,1,0,3,19,"86,4077550445",-5
Slide01_Strip00_Slice03_Position20.tif,1,0,3,20,"75,8493686232",-5
Slide01_Strip00_Slice03_Position21.tif,1,0,3,21,"74,1625961227",-5
Slide01_Strip00_Slice03_Position22.tif,1,0,3,22,"91,8447803364",-6
Slide01_Strip00_Slice03_Position23.tif,1,0,3,23,"90,8303679456",-5
Slide01_Strip00_Slice03_Position24.tif,1,0,3,24,"87,3314781169",-5
Slide01_Strip00_Slice03_Position25.tif,1,0,3,25,"90,2239518964",-7
Slide01_Strip00_Slice03_Position26.tif,1,0,3,26,"84,1856063492",-6
Slide01_Strip00_Slice03_Position27.tif,1,0,3,27,"73,5189587189",-5
Slide01_Strip00_Slice03_Position28.tif,1,0,3,28,"84,2349026867",-6
Slide01_Strip00_Slice03_Position29.tif,1,0,3,29,"85,9044708989",-6
Slide01_Strip00_Slice03_Position30.tif,1,0,3,30,"85,4245118857",-6
Slide01_Strip00_Slice04_Position01.tif,1,0,4,1,"83,9398787424",-5
Slide01_Strip00_Slice04_Position02.tif,1,0,4,2,"77,1953626498",-4
Slide01_Strip00_Slice04_Position03.tif,1,0,4,3,"64,2359481027",-4
Slide01_Strip00_Slice04_Position04.tif,1,0,4,4,"75,916413452",-4
Slide01_Strip00_Slice04_Position05.tif,1,0,4,5,"85,8991895481",-5
Slide01_Strip00_Slice04_Position06.tif,1,0,4,6,"81,0424393732",-4
Slide01_Strip00_Slice04_Position07.tif,1,0,4,7,"87,0547102184",-5
Slide01_Strip00_Slice04_Position08.tif,1,0,4,8,"83,2486492438",-5
Slide01_Strip00_Slice04_Position09.tif,1,0,4,9,"71,0662848595",-5
Slide01_Strip00_Slice04_Position10.tif,1,0,4,10,"81,1998367704",-4
Slide01_Strip00_Slice04_Position11.tif,1,0,4,11,"77,0099854148",-5
Slide01_Strip00_Slice04_Position12.tif,1,0,4,12,"82,9448367542",-4
Slide01_Strip00_Slice04_Position13.tif,1,0,4,13,"67,5298895551",-4
Slide01_Strip00_Slice04_Position14.tif,1,0,4,14,"74,441554159",-5
Slide01_Strip00_Slice04_Position15.tif,1,0,4,15,"75,6812183529",-4
Slide01_Strip00_Slice04_Position16.tif,1,0,4,16,"83,3537269629",-4
Slide01_Strip00_Slice04_Position17.tif,1,0,4,17,"84,3216889967",-5
Slide01_Strip00_Slice04_Position18.tif,1,0,4,18,"69,2917370239",-4
Slide01_Strip00_Slice04_Position19.tif,1,0,4,19,"80,3992243745",-4
Slide01_Strip00_Slice04_Position20.tif,1,0,4,20,"72,5092924476",-4
Slide01_Strip00_Slice04_Position21.tif,1,0,4,21,"54,6224332971",-4
Slide01_Strip00_Slice04_Position22.tif,1,0,4,22,"84,3673485911",-5
Slide01_Strip00_Slice04_Position23.tif,1,0,4,23,"83,3029589123",-4
Slide01_Strip00_Slice04_Position24.tif,1,0,4,24,"83,7777855397",-4
Slide01_Strip00_Slice04_Position25.tif,1,0,4,25,"83,461935622",-6
Slide01_Strip00_Slice04_Position26.tif,1,0,4,26,"78,7571558123",-5
Slide01_Strip00_Slice04_Position27.tif,1,0,4,27,"68,243942707",-4
Slide01_Strip00_Slice04_Position28.tif,1,0,4,28,"77,2028894827",-5
Slide01_Strip00_Slice04_Position29.tif,1,0,4,29,"78,9412313921",-5
Slide01_Strip00_Slice04_Position30.tif,1,0,4,30,"83,0655915917",-5
Slide01_Strip00_Slice05_Position01.tif,1,0,5,1,"75,8287160051",-4
Slide01_Strip00_Slice05_Position02.tif,1,0,5,2,"74,1138775074",-3
Slide01_Strip00_Slice05_Position03.tif,1,0,5,3,"46,5363653058",-3
Slide01_Strip00_Slice05_Position04.tif,1,0,5,4,"58,0917476",-3
Slide01_Strip00_Slice05_Position05.tif,1,0,5,5,"75,7573161549",-4
Slide01_Strip00_Slice05_Position06.tif,1,0,5,6,"66,6562828669",-3
Slide01_Strip00_Slice05_Position07.tif,1,0,5,7,"77,6039831801",-4
Slide01_Strip00_Slice05_Position08.tif,1,0,5,8,"68,5883354544",-4
Slide01_Strip00_Slice05_Position09.tif,1,0,5,9,"70,2407858303",-4
Slide01_Strip00_Slice05_Position10.tif,1,0,5,10,"71,4213615804",-3
Slide01_Strip00_Slice05_Position11.tif,1,0,5,11,"68,6147074585",-4
Slide01_Strip00_Slice05_Position12.tif,1,0,5,12,"69,0777791345",-3
Slide01_Strip00_Slice05_Position13.tif,1,0,5,13,"59,7119565013",-3
Slide01_Strip00_Slice05_Position14.tif,1,0,5,14,"65,9898084647",-4
Slide01_Strip00_Slice05_Position15.tif,1,0,5,15,"57,7302675432",-3
Slide01_Strip00_Slice05_Position16.tif,1,0,5,16,"69,244439204",-3
Slide01_Strip00_Slice05_Position17.tif,1,0,5,17,"69,6814364524",-4
Slide01_Strip00_Slice05_Position18.tif,1,0,5,18,"56,7648199862",-3
Slide01_Strip00_Slice05_Position19.tif,1,0,5,19,"63,5406290693",-3
Slide01_Strip00_Slice05_Position20.tif,1,0,5,20,"59,7367199382",-3
Slide01_Strip00_Slice05_Position21.tif,1,0,5,21,"39,9644103318",-3
Slide01_Strip00_Slice05_Position22.tif,1,0,5,22,"79,1365839904",-4
Slide01_Strip00_Slice05_Position23.tif,1,0,5,23,"79,6379915156",-3
Slide01_Strip00_Slice05_Position24.tif,1,0,5,24,"77,0566821907",-3
Slide01_Strip00_Slice05_Position25.tif,1,0,5,25,"76,2192525872",-5
Slide01_Strip00_Slice05_Position26.tif,1,0,5,26,"73,9179198585",-4
Slide01_Strip00_Slice05_Position27.tif,1,0,5,27,"56,3752007414",-3
Slide01_Strip00_Slice05_Position28.tif,1,0,5,28,"73,9685246713",-4
Slide01_Strip00_Slice05_Position29.tif,1,0,5,29,"63,1230190715",-4
Slide01_Strip00_Slice05_Position30.tif,1,0,5,30,"77,0288122716",-4
Slide01_Strip00_Slice06_Position01.tif,1,0,6,1,"51,5762828508",-3
Slide01_Strip00_Slice06_Position02.tif,1,0,6,2,"57,6945614938",-2
Slide01_Strip00_Slice06_Position03.tif,1,0,6,3,"42,5004021927",-2
Slide01_Strip00_Slice06_Position04.tif,1,0,6,4,"42,5272616557",-2
Slide01_Strip00_Slice06_Position05.tif,1,0,6,5,"72,9644878603",-3
Slide01_Strip00_Slice06_Position06.tif,1,0,6,6,"52,8006810874",-2
Slide01_Strip00_Slice06_Position07.tif,1,0,6,7,"61,101426011",-3
Slide01_Strip00_Slice06_Position08.tif,1,0,6,8,"58,2953276083",-3
Slide01_Strip00_Slice06_Position09.tif,1,0,6,9,"61,0024043474",-3
Slide01_Strip00_Slice06_Position10.tif,1,0,6,10,"54,4232465311",-2
Slide01_Strip00_Slice06_Position11.tif,1,0,6,11,"56,5904965574",-3
Slide01_Strip00_Slice06_Position12.tif,1,0,6,12,"59,1851374011",-2
Slide01_Strip00_Slice06_Position13.tif,1,0,6,13,"50,0513098615",-2
Slide01_Strip00_Slice06_Position14.tif,1,0,6,14,"54,3045673122",-3
Slide01_Strip00_Slice06_Position15.tif,1,0,6,15,"42,6048720909",-2
Slide01_Strip00_Slice06_Position16.tif,1,0,6,16,"59,1297518721",-2
Slide01_Strip00_Slice06_Position17.tif,1,0,6,17,"53,404274717",-3
Slide01_Strip00_Slice06_Position18.tif,1,0,6,18,"45,5071043727",-2
Slide01_Strip00_Slice06_Position19.tif,1,0,6,19,"45,2250591369",-2
Slide01_Strip00_Slice06_Position20.tif,1,0,6,20,"46,1417891722",-2
Slide01_Strip00_Slice06_Position21.tif,1,0,6,21,"36,8308971615",-2
Slide01_Strip00_Slice06_Position22.tif,1,0,6,22,"73,7572255308",-3
Slide01_Strip00_Slice06_Position23.tif,1,0,6,23,"64,2645291646",-2
Slide01_Strip00_Slice06_Position24.tif,1,0,6,24,"55,8659858759",-2
Slide01_Strip00_Slice06_Position25.tif,1,0,6,25,"73,4762699389",-4
Slide01_Strip00_Slice06_Position26.tif,1,0,6,26,"66,3695096158",-3
Slide01_Strip00_Slice06_Position27.tif,1,0,6,27,"45,4640874294",-2
Slide01_Strip00_Slice06_Position28.tif,1,0,6,28,"63,3905851775",-3
Slide01_Strip00_Slice06_Position29.tif,1,0,6,29,"50,791738873",-3
Slide01_Strip00_Slice06_Position30.tif,1,0,6,30,"68,7112479854",-3
Slide01_Strip00_Slice07_Position01.tif,1,0,7,1,"44,9014080823",-2
Slide01_Strip00_Slice07_Position02.tif,1,0,7,2,"49,260748491",-1
Slide01_Strip00_Slice07_Position03.tif,1,0,7,3,"35,1373718731",-1
Slide01_Strip00_Slice07_Position04.tif,1,0,7,4,"33,4199524685",-1
Slide01_Strip00_Slice07_Position05.tif,1,0,7,5,"55,4123442074",-2
Slide01_Strip00_Slice07_Position06.tif,1,0,7,6,"42,9164814241",-1
Slide01_Strip00_Slice07_Position07.tif,1,0,7,7,"51,4070229977",-2
Slide01_Strip00_Slice07_Position08.tif,1,0,7,8,"48,6044778056",-2
Slide01_Strip00_Slice07_Position09.tif,1,0,7,9,"47,6813790386",-2
Slide01_Strip00_Slice07_Position10.tif,1,0,7,10,"41,0265656955",-1
Slide01_Strip00_Slice07_Position11.tif,1,0,7,11,"45,3951216343",-2
Slide01_Strip00_Slice07_Position12.tif,1,0,7,12,"37,188268236",-1
Slide01_Strip00_Slice07_Position13.tif,1,0,7,13,"43,9220067143",-1
Slide01_Strip00_Slice07_Position14.tif,1,0,7,14,"45,9721296725",-2
Slide01_Strip00_Slice07_Position15.tif,1,0,7,15,"33,1906173774",-1
Slide01_Strip00_Slice07_Position16.tif,1,0,7,16,"49,1639051989",-1
Slide01_Strip00_Slice07_Position17.tif,1,0,7,17,"49,9636291772",-2
Slide01_Strip00_Slice07_Position18.tif,1,0,7,18,"37,1712220626",-1
Slide01_Strip00_Slice07_Position19.tif,1,0,7,19,"37,5984576192",-1
Slide01_Strip00_Slice07_Position20.tif,1,0,7,20,"39,8984106978",-1
Slide01_Strip00_Slice07_Position21.tif,1,0,7,21,"36,5292897623",-1
Slide01_Strip00_Slice07_Position22.tif,1,0,7,22,"55,9951408559",-2
Slide01_Strip00_Slice07_Position23.tif,1,0,7,23,"50,1431205537",-1
Slide01_Strip00_Slice07_Position24.tif,1,0,7,24,"41,7397966513",-1
Slide01_Strip00_Slice07_Position25.tif,1,0,7,25,"53,5574948154",-3
Slide01_Strip00_Slice07_Position26.tif,1,0,7,26,"49,8151489292",-2
Slide01_Strip00_Slice07_Position27.tif,1,0,7,27,"37,8604324595",-1
Slide01_Strip00_Slice07_Position28.tif,1,0,7,28,"49,6102112234",-2
Slide01_Strip00_Slice07_Position29.tif,1,0,7,29,"43,2447362638",-2
Slide01_Strip00_Slice07_Position30.tif,1,0,7,30,"49,1981571222",-2
Slide01_Strip00_Slice08_Position01.tif,1,0,8,1,"30,6842918764",-1
Slide01_Strip00_Slice08_Position02.tif,1,0,8,2,"35,7731429812",0
Slide01_Strip00_Slice08_Position03.tif,1,0,8,3,"31,4877957877",0
Slide01_Strip00_Slice08_Position04.tif,1,0,8,4,"24,6947787966",0
Slide01_Strip00_Slice08_Position05.tif,1,0,8,5,"41,3892720925",-1
Slide01_Strip00_Slice08_Position06.tif,1,0,8,6,"27,7217135348",0
Slide01_Strip00_Slice08_Position07.tif,1,0,8,7,"34,8213093525",-1
Slide01_Strip00_Slice08_Position08.tif,1,0,8,8,"29,463750567",-1
Slide01_Strip00_Slice08_Position09.tif,1,0,8,9,"29,6156796855",-1
Slide01_Strip00_Slice08_Position10.tif,1,0,8,10,"28,4012143683",0
Slide01_Strip00_Slice08_Position11.tif,1,0,8,11,"35,8813970561",-1
Slide01_Strip00_Slice08_Position12.tif,1,0,8,12,"25,2821761774",0
Slide01_Strip00_Slice08_Position13.tif,1,0,8,13,"26,5015429805",0
Slide01_Strip00_Slice08_Position14.tif,1,0,8,14,"33,5294062485",-1
Slide01_Strip00_Slice08_Position15.tif,1,0,8,15,"25,2237132637",0
Slide01_Strip00_Slice08_Position16.tif,1,0,8,16,"30,1304951984",0
Slide01_Strip00_Slice08_Position17.tif,1,0,8,17,"30,9406980779",-1
Slide01_Strip00_Slice08_Position18.tif,1,0,8,18,"23,3836762283",0
Slide01_Strip00_Slice08_Position19.tif,1,0,8,19,"34,8944761391",0
Slide01_Strip00_Slice08_Position20.tif,1,0,8,20,"23,8489954084",0
Slide01_Strip00_Slice08_Position21.tif,1,0,8,21,"27,8961281472",0
Slide01_Strip00_Slice08_Position22.tif,1,0,8,22,"37,0773390137",-1
Slide01_Strip00_Slice08_Position23.tif,1,0,8,23,"33,9368323215",0
Slide01_Strip00_Slice08_Position24.tif,1,0,8,24,"29,1978684767",0
Slide01_Strip00_Slice08_Position25.tif,1,0,8,25,"38,1668836679",-2
Slide01_Strip00_Slice08_Position26.tif,1,0,8,26,"34,2890018738",-1
Slide01_Strip00_Slice08_Position27.tif,1,0,8,27,"25,4390896805",0
Slide01_Strip00_Slice08_Position28.tif,1,0,8,28,"38,095879083",-1
Slide01_Strip00_Slice08_Position29.tif,1,0,8,29,"35,2171792955",-1
Slide01_Strip00_Slice08_Position30.tif,1,0,8,30,"29,348961163",-1
Slide01_Strip00_Slice09_Position01.tif,1,0,9,1,"29,9000005595",0
Slide01_Strip00_Slice09_Position02.tif,1,0,9,2,"40,2641313359",1
Slide01_Strip00_Slice09_Position03.tif,1,0,9,3,"40,0592880708",1
Slide01_Strip00_Slice09_Position04.tif,1,0,9,4,"32,7511587666",1
Slide01_Strip00_Slice09_Position05.tif,1,0,9,5,"31,1179286948",0
Slide01_Strip00_Slice09_Position06.tif,1,0,9,6,"36,0173361916",1
Slide01_Strip00_Slice09_Position07.tif,1,0,9,7,"33,7718436854",0
Slide01_Strip00_Slice09_Position08.tif,1,0,9,8,"28,0336431198",0
Slide01_Strip00_Slice09_Position09.tif,1,0,9,9,"20,5323915617",0
Slide01_Strip00_Slice09_Position10.tif,1,0,9,10,"30,4168104961",1
Slide01_Strip00_Slice09_Position11.tif,1,0,9,11,"31,9842473318",0
Slide01_Strip00_Slice09_Position12.tif,1,0,9,12,"34,4052499766",1
Slide01_Strip00_Slice09_Position13.tif,1,0,9,13,"35,2405345393",1
Slide01_Strip00_Slice09_Position14.tif,1,0,9,14,"31,0728501464",0
Slide01_Strip00_Slice09_Position15.tif,1,0,9,15,"35,3572667667",1
Slide01_Strip00_Slice09_Position16.tif,1,0,9,16,"33,3965963433",1
Slide01_Strip00_Slice09_Position17.tif,1,0,9,17,"24,7568480217",0
Slide01_Strip00_Slice09_Position18.tif,1,0,9,18,"32,2531233147",1
Slide01_Strip00_Slice09_Position19.tif,1,0,9,19,"34,9085396347",1
Slide01_Strip00_Slice09_Position20.tif,1,0,9,20,"30,4727231547",1
Slide01_Strip00_Slice09_Position21.tif,1,0,9,21,"29,0092216564",1
Slide01_Strip00_Slice09_Position22.tif,1,0,9,22,"24,7527268185",0
Slide01_Strip00_Slice09_Position23.tif,1,0,9,23,"35,6095635176",1
Slide01_Strip00_Slice09_Position24.tif,1,0,9,24,"32,0392115628",1
Slide01_Strip00_Slice09_Position25.tif,1,0,9,25,"27,7503162819",-1
Slide01_Strip00_Slice09_Position26.tif,1,0,9,26,"25,1695152697",0
Slide01_Strip00_Slice09_Position27.tif,1,0,9,27,"32,5164496606",1
Slide01_Strip00_Slice09_Position28.tif,1,0,9,28,"33,9074991369",0
Slide01_Strip00_Slice09_Position29.tif,1,0,9,29,"28,1277210036",0
Slide01_Strip00_Slice09_Position30.tif,1,0,9,30,"27,8618610893",0
Slide01_Strip00_Slice10_Position01.tif,1,0,10,1,"33,2262500015",1
Slide01_Strip00_Slice10_Position02.tif,1,0,10,2,"40,44259076",2
Slide01_Strip00_Slice10_Position03.tif,1,0,10,3,"46,6287532522",2
Slide01_Strip00_Slice10_Position04.tif,1,0,10,4,"36,2704404152",2
Slide01_Strip00_Slice10_Position05.tif,1,0,10,5,"32,600066489",1
Slide01_Strip00_Slice10_Position06.tif,1,0,10,6,"36,385848021",2
Slide01_Strip00_Slice10_Position07.tif,1,0,10,7,"38,304034578",1
Slide01_Strip00_Slice10_Position08.tif,1,0,10,8,"39,2505228627",1
Slide01_Strip00_Slice10_Position09.tif,1,0,10,9,"32,205265287",1
Slide01_Strip00_Slice10_Position10.tif,1,0,10,10,"39,4594707143",2
Slide01_Strip00_Slice10_Position11.tif,1,0,10,11,"43,5462032248",1
Slide01_Strip00_Slice10_Position12.tif,1,0,10,12,"46,3155001406",2
Slide01_Strip00_Slice10_Position13.tif,1,0,10,13,"34,4921253252",2
Slide01_Strip00_Slice10_Position14.tif,1,0,10,14,"41,2402820012",1
Slide01_Strip00_Slice10_Position15.tif,1,0,10,15,"34,0224043322",2
Slide01_Strip00_Slice10_Position16.tif,1,0,10,16,"38,3977333362",2
Slide01_Strip00_Slice10_Position17.tif,1,0,10,17,"39,7693557146",1
Slide01_Strip00_Slice10_Position18.tif,1,0,10,18,"40,324529927",2
Slide01_Strip00_Slice10_Position19.tif,1,0,10,19,"43,3631772023",2
Slide01_Strip00_Slice10_Position20.tif,1,0,10,20,"40,64920646",2
Slide01_Strip00_Slice10_Position21.tif,1,0,10,21,"40,4966244105",2
Slide01_Strip00_Slice10_Position22.tif,1,0,10,22,"28,2537531775",1
Slide01_Strip00_Slice10_Position23.tif,1,0,10,23,"37,194343244",2
Slide01_Strip00_Slice10_Position24.tif,1,0,10,24,"31,7449874419",2
Slide01_Strip00_Slice10_Position25.tif,1,0,10,25,"27,0016095229",0
Slide01_Strip00_Slice10_Position26.tif,1,0,10,26,"32,6856507549",1
Slide01_Strip00_Slice10_Position27.tif,1,0,10,27,"38,5439054303",2
Slide01_Strip00_Slice10_Position28.tif,1,0,10,28,"40,9470306514",1
Slide01_Strip00_Slice10_Position29.tif,1,0,10,29,"38,4262409413",1
Slide01_Strip00_Slice10_Position30.tif,1,0,10,30,"39,1273941453",1
Slide01_Strip00_Slice11_Position01.tif,1,0,11,1,"41,9881521711",2
Slide01_Strip00_Slice11_Position02.tif,1,0,11,2,"45,5901065189",3
Slide01_Strip00_Slice11_Position03.tif,1,0,11,3,"61,1520501657",3
Slide01_Strip00_Slice11_Position04.tif,1,0,11,4,"46,591698538",3
Slide01_Strip00_Slice11_Position05.tif,1,0,11,5,"36,6856088346",2
Slide01_Strip00_Slice11_Position06.tif,1,0,11,6,"59,6262956297",3
Slide01_Strip00_Slice11_Position07.tif,1,0,11,7,"38,4681002528",2
Slide01_Strip00_Slice11_Position08.tif,1,0,11,8,"45,4054456101",2
Slide01_Strip00_Slice11_Position09.tif,1,0,11,9,"40,5466299403",2
Slide01_Strip00_Slice11_Position10.tif,1,0,11,10,"52,342711751",3
Slide01_Strip00_Slice11_Position11.tif,1,0,11,11,"50,5721588666",2
Slide01_Strip00_Slice11_Position12.tif,1,0,11,12,"61,7162456099",3
Slide01_Strip00_Slice11_Position13.tif,1,0,11,13,"44,2250559789",3
Slide01_Strip00_Slice11_Position14.tif,1,0,11,14,"50,9032168278",2
Slide01_Strip00_Slice11_Position15.tif,1,0,11,15,"51,5974693575",3
Slide01_Strip00_Slice11_Position16.tif,1,0,11,16,"45,5933707542",3
Slide01_Strip00_Slice11_Position17.tif,1,0,11,17,"41,5178763433",2
Slide01_Strip00_Slice11_Position18.tif,1,0,11,18,"48,1171057193",3
Slide01_Strip00_Slice11_Position19.tif,1,0,11,19,"49,6510956987",3
Slide01_Strip00_Slice11_Position20.tif,1,0,11,20,"54,1521723146",3
Slide01_Strip00_Slice11_Position21.tif,1,0,11,21,"42,0845529459",3
Slide01_Strip00_Slice11_Position22.tif,1,0,11,22,"39,32246022",2
Slide01_Strip00_Slice11_Position23.tif,1,0,11,23,"45,6792674889",3
Slide01_Strip00_Slice11_Position24.tif,1,0,11,24,"45,6775570311",3
Slide01_Strip00_Slice11_Position25.tif,1,0,11,25,"41,5083787397",1
Slide01_Strip00_Slice11_Position26.tif,1,0,11,26,"38,8861102147",2
Slide01_Strip00_Slice11_Position27.tif,1,0,11,27,"49,0181619939",3
Slide01_Strip00_Slice11_Position28.tif,1,0,11,28,"45,8225836705",2
Slide01_Strip00_Slice11_Position29.tif,1,0,11,29,"45,036929292",2
Slide01_Strip00_Slice11_Position30.tif,1,0,11,30,"44,9250988429",2
Slide01_Strip00_Slice12_Position01.tif,1,0,12,1,"46,6753602308",3
Slide01_Strip00_Slice12_Position02.tif,1,0,12,2,"56,1560418841",4
Slide01_Strip00_Slice12_Position03.tif,1,0,12,3,"65,8210802262",4
Slide01_Strip00_Slice12_Position04.tif,1,0,12,4,"51,7122112684",4
Slide01_Strip00_Slice12_Position05.tif,1,0,12,5,"48,1801631385",3
Slide01_Strip00_Slice12_Position06.tif,1,0,12,6,"65,9424005494",4
Slide01_Strip00_Slice12_Position07.tif,1,0,12,7,"56,474713673",3
Slide01_Strip00_Slice12_Position08.tif,1,0,12,8,"59,8264808192",3
Slide01_Strip00_Slice12_Position09.tif,1,0,12,9,"52,8000150817",3
Slide01_Strip00_Slice12_Position10.tif,1,0,12,10,"62,080005109",4
Slide01_Strip00_Slice12_Position11.tif,1,0,12,11,"64,6679365052",3
Slide01_Strip00_Slice12_Position12.tif,1,0,12,12,"70,2936381068",4
Slide01_Strip00_Slice12_Position13.tif,1,0,12,13,"47,1455052113",4
